signature	signatureType	outcome	model	study	Primary	Sequencing	N	Effect_size	SE	95CI_low	95CI_high	Pval
ADO	Signature	OS	COX	Miao.1	Kidney	TPM	33	-0.99	0.86	-2.67	0.69	0.249617276522659
ADO	Signature	OS	COX	Nathanson	Melanoma	FPKM	24	-1	0.76	-2.49	0.5	0.191515776505943
ADO	Signature	OS	COX	Riaz	Melanoma	TPM	51	-0.94	0.61	-2.13	0.24	0.119161496411063
ADO	Signature	OS	COX	Snyder	Ureteral	TPM	25	-0.41	0.78	-1.95	1.12	0.597394016510282
ADO	Signature	OS	COX	Van_Allen	Melanoma	TPM	42	-0.41	0.62	-1.61	0.8	0.508613816300795
ADO	Signature	PFS	COX	Braun	Kidney	TPM	178	-0.18	0.26	-0.68	0.33	0.488804462858199
ADO	Signature	PFS	COX	Fumet.1	Lung	TPM	44	-0.2	0.65	-1.47	1.08	0.763486504186722
ADO	Signature	PFS	COX	Fumet.2	Lung	TPM	43	-0.64	0.6	-1.83	0.54	0.285880451108308
ADO	Signature	PFS	COX	Jung	Lung	TPM	26	0.49	0.78	-1.02	2.01	0.523175315836888
ADO	Signature	PFS	COX	Liu	Melanoma	FPKM	121	-0.51	0.4	-1.29	0.27	0.199220292968502
ADO	Signature	PFS	COX	Miao.1	Kidney	TPM	33	-0.67	1.74	-4.07	2.74	0.701437112884257
ADO	Signature	PFS	COX	Snyder	Ureteral	TPM	25	-0.38	0.8	-1.96	1.19	0.633448946710341
ADO	Signature	PFS	COX	Van_Allen	Melanoma	TPM	42	-0.61	0.54	-1.67	0.44	0.255903294889009
ADO	Signature	OS	DI	Braun	Kidney	TPM	178	-0.04	0.17	-0.37	0.3	0.831875884286955
ADO	Signature	OS	DI	Fumet.2	Lung	TPM	43	0.1	0.34	-0.57	0.76	0.770678371523067
ADO	Signature	OS	DI	Hugo	Melanoma	FPKM	27	0.41	0.45	-0.46	1.29	0.352159356644678
ADO	Signature	OS	DI	Liu	Melanoma	FPKM	121	-0.49	0.21	-0.91	-0.08	0.0201223584764166
ADO	Signature	OS	DI	Mariathasan	Bladder	TPM	194	-0.08	0.14	-0.37	0.2	0.558953329927092
ADO	Signature	OS	DI	Mariathasan	Kidney	TPM	67	0.13	0.23	-0.32	0.58	0.573112162663477
ADO	Signature	OS	DI	Mariathasan	Lymph_node	TPM	26	-0.14	0.39	-0.9	0.62	0.709549112591295
ADO	Signature	OS	DI	Mariathasan	Ureteral	TPM	26	0.88	0.39	0.11	1.65	0.0215864796256933
ADO	Signature	OS	DI	Miao.1	Kidney	TPM	33	-0.4	0.42	-1.23	0.43	0.345242741599879
ADO	Signature	OS	DI	Nathanson	Melanoma	FPKM	24	-0.62	0.45	-1.49	0.26	0.165984327166165
ADO	Signature	OS	DI	Riaz	Melanoma	TPM	51	-0.44	0.3	-1.02	0.14	0.136623175172693
ADO	Signature	OS	DI	Snyder	Ureteral	TPM	25	-0.16	0.45	-1.03	0.72	0.721104117525107
ADO	Signature	OS	DI	Van_Allen	Melanoma	TPM	42	-0.2	0.3	-0.79	0.4	0.516823932655191
ADO	Signature	PFS	DI	Braun	Kidney	TPM	178	-0.08	0.13	-0.34	0.18	0.548047777947563
ADO	Signature	PFS	DI	Fumet.1	Lung	TPM	44	-0.11	0.31	-0.72	0.5	0.719907219884273
ADO	Signature	PFS	DI	Fumet.2	Lung	TPM	43	-0.26	0.28	-0.81	0.29	0.359720562946566
ADO	Signature	PFS	DI	Jung	Lung	TPM	26	0.27	0.38	-0.47	1.01	0.467210673143185
ADO	Signature	PFS	DI	Liu	Melanoma	FPKM	121	-0.22	0.18	-0.58	0.13	0.219731022166158
ADO	Signature	PFS	DI	Miao.1	Kidney	TPM	33	-0.35	0.78	-1.88	1.19	0.65807684707633
ADO	Signature	PFS	DI	Snyder	Ureteral	TPM	25	-0.12	0.49	-1.09	0.85	0.814726968668462
ADO	Signature	PFS	DI	Van_Allen	Melanoma	TPM	42	-0.37	0.27	-0.89	0.16	0.173839101417081
ADO	Signature	Response	Log_regression	Braun	Kidney	TPM	139	-0.57	0.58	-1.74	0.57	0.326712782559035
ADO	Signature	Response	Log_regression	Fumet.1	Lung	TPM	39	0.19	1.22	-2.24	2.65	0.879565796202318
ADO	Signature	Response	Log_regression	Fumet.2	Lung	TPM	41	-2.09	1.31	-4.93	0.33	0.111526698031308
ADO	Signature	Response	Log_regression	Hugo	Melanoma	FPKM	27	1.49	1.57	-1.52	4.82	0.344563346116348
ADO	Signature	Response	Log_regression	Jung	Lung	TPM	26	-0.1	1.51	-3.11	2.99	0.946463410551769
ADO	Signature	Response	Log_regression	Liu	Melanoma	FPKM	112	-1.01	0.69	-2.39	0.32	0.142433373976238
ADO	Signature	Response	Log_regression	Mariathasan	Bladder	TPM	133	0.34	0.65	-0.93	1.62	0.600174013436132
ADO	Signature	Response	Log_regression	Mariathasan	Kidney	TPM	46	1.94	1.4	-0.62	4.99	0.165896620237922
ADO	Signature	Response	Log_regression	Miao.1	Kidney	TPM	28	-2.65	1.76	-6.78	0.4	0.133011409112234
ADO	Signature	Response	Log_regression	Nathanson	Melanoma	FPKM	24	-0.51	1.27	-3.17	1.95	0.686446257852046
ADO	Signature	Response	Log_regression	Riaz	Melanoma	TPM	33	-1.31	1.22	-3.92	1	0.283680155263099
ADO	Signature	Response	Log_regression	Snyder	Ureteral	TPM	22	-0.54	1.39	-3.4	2.19	0.696163581921416
ADO	Signature	Response	Log_regression	Van_Allen	Melanoma	TPM	39	-2.39	1.47	-5.61	0.3	0.105083079875922
APM_Thompson	Signature	OS	COX	Braun	Kidney	TPM	178	0.42	0.22	-0.01	0.85	0.0554806442154955
APM_Thompson	Signature	OS	COX	Fumet.2	Lung	TPM	43	-0.45	0.48	-1.39	0.49	0.349863169307761
APM_Thompson	Signature	OS	COX	Hugo	Melanoma	FPKM	27	-1.14	0.78	-2.67	0.39	0.145817009530007
APM_Thompson	Signature	OS	COX	Liu	Melanoma	FPKM	121	-0.78	0.3	-1.37	-0.2	0.0090362680696193
APM_Thompson	Signature	OS	COX	Mariathasan	Bladder	TPM	194	-0.45	0.21	-0.86	-0.03	0.0343366747910887
APM_Thompson	Signature	OS	COX	Mariathasan	Kidney	TPM	67	0.32	0.33	-0.33	0.97	0.330745513148489
APM_Thompson	Signature	OS	COX	Mariathasan	Lymph_node	TPM	26	-1.08	0.65	-2.37	0.2	0.0973212624204146
APM_Thompson	Signature	OS	COX	Mariathasan	Ureteral	TPM	26	0.47	0.55	-0.61	1.55	0.394397300762913
APM_Thompson	Signature	OS	COX	Miao.1	Kidney	TPM	33	0.14	0.62	-1.07	1.35	0.818751328307831
APM_Thompson	Signature	OS	COX	Nathanson	Melanoma	FPKM	24	-0.69	0.55	-1.77	0.39	0.212491245722768
APM_Thompson	Signature	OS	COX	Riaz	Melanoma	TPM	51	-0.6	0.47	-1.51	0.31	0.198348576833943
APM_Thompson	Signature	OS	COX	Snyder	Ureteral	TPM	25	-1.05	0.64	-2.31	0.21	0.10334779196461
APM_Thompson	Signature	OS	COX	Van_Allen	Melanoma	TPM	42	-0.9	0.44	-1.75	-0.05	0.0389194558622737
APM_Thompson	Signature	PFS	COX	Braun	Kidney	TPM	178	0.02	0.17	-0.32	0.36	0.921332804976798
APM_Thompson	Signature	PFS	COX	Fumet.1	Lung	TPM	44	-0.33	0.47	-1.26	0.6	0.486995743310312
APM_Thompson	Signature	PFS	COX	Fumet.2	Lung	TPM	43	-0.66	0.42	-1.47	0.16	0.116842000918964
APM_Thompson	Signature	PFS	COX	Jung	Lung	TPM	26	-0.24	0.51	-1.25	0.76	0.635563368185021
APM_Thompson	Signature	PFS	COX	Liu	Melanoma	FPKM	121	-0.7	0.27	-1.24	-0.17	0.0104038747119899
APM_Thompson	Signature	PFS	COX	Miao.1	Kidney	TPM	33	0.2	1.09	-1.93	2.32	0.857252556911482
APM_Thompson	Signature	PFS	COX	Snyder	Ureteral	TPM	25	-1.06	0.65	-2.33	0.22	0.104381548931281
APM_Thompson	Signature	PFS	COX	Van_Allen	Melanoma	TPM	42	-0.68	0.39	-1.45	0.1	0.0864151524853699
APM_Thompson	Signature	OS	DI	Braun	Kidney	TPM	178	0.31	0.17	-0.02	0.65	0.0677302997812872
APM_Thompson	Signature	OS	DI	Fumet.2	Lung	TPM	43	-0.26	0.29	-0.83	0.31	0.376115415100546
APM_Thompson	Signature	OS	DI	Hugo	Melanoma	FPKM	27	-0.56	0.52	-1.59	0.46	0.279816899194688
APM_Thompson	Signature	OS	DI	Liu	Melanoma	FPKM	121	-0.52	0.2	-0.91	-0.13	0.00847126414574629
APM_Thompson	Signature	OS	DI	Mariathasan	Bladder	TPM	194	-0.27	0.14	-0.55	0.01	0.0555009731375872
APM_Thompson	Signature	OS	DI	Mariathasan	Kidney	TPM	67	0.21	0.24	-0.27	0.69	0.383974779802649
APM_Thompson	Signature	OS	DI	Mariathasan	Lymph_node	TPM	26	-0.8	0.44	-1.66	0.06	0.0657234946209437
APM_Thompson	Signature	OS	DI	Mariathasan	Ureteral	TPM	26	0.36	0.39	-0.39	1.12	0.344478636583797
APM_Thompson	Signature	OS	DI	Miao.1	Kidney	TPM	33	0.11	0.4	-0.67	0.88	0.783085244613032
APM_Thompson	Signature	OS	DI	Nathanson	Melanoma	FPKM	24	-0.61	0.41	-1.42	0.2	0.138920729829697
APM_Thompson	Signature	OS	DI	Riaz	Melanoma	TPM	51	-0.4	0.3	-0.99	0.19	0.185669229834797
APM_Thompson	Signature	OS	DI	Snyder	Ureteral	TPM	25	-0.73	0.43	-1.56	0.11	0.0871145551245048
APM_Thompson	Signature	OS	DI	Van_Allen	Melanoma	TPM	42	-0.8	0.32	-1.43	-0.16	0.0129154661842996
APM_Thompson	Signature	PFS	DI	Braun	Kidney	TPM	178	0.01	0.14	-0.27	0.28	0.969397199901604
APM_Thompson	Signature	PFS	DI	Fumet.1	Lung	TPM	44	-0.07	0.29	-0.63	0.5	0.816258244095955
APM_Thompson	Signature	PFS	DI	Fumet.2	Lung	TPM	43	-0.42	0.26	-0.92	0.08	0.0968209805254128
APM_Thompson	Signature	PFS	DI	Jung	Lung	TPM	26	-0.17	0.36	-0.88	0.54	0.632023750332229
APM_Thompson	Signature	PFS	DI	Liu	Melanoma	FPKM	121	-0.5	0.19	-0.87	-0.13	0.00829057821095576
APM_Thompson	Signature	PFS	DI	Miao.1	Kidney	TPM	33	0.28	0.68	-1.06	1.63	0.677975681844307
APM_Thompson	Signature	PFS	DI	Snyder	Ureteral	TPM	25	-0.81	0.47	-1.73	0.1	0.0784881154867459
APM_Thompson	Signature	PFS	DI	Van_Allen	Melanoma	TPM	42	-0.6	0.3	-1.2	0	0.0467378636992757
APM_Thompson	Signature	Response	Log_regression	Braun	Kidney	TPM	139	-0.08	0.41	-0.88	0.71	0.839475993037026
APM_Thompson	Signature	Response	Log_regression	Fumet.1	Lung	TPM	39	-1.05	1	-3.12	0.89	0.296155424870498
APM_Thompson	Signature	Response	Log_regression	Fumet.2	Lung	TPM	41	-1.4	0.94	-3.39	0.37	0.136782328453095
APM_Thompson	Signature	Response	Log_regression	Hugo	Melanoma	FPKM	27	-2.28	1.15	-4.83	-0.2	0.0477217198156568
APM_Thompson	Signature	Response	Log_regression	Jung	Lung	TPM	26	-1.23	1.04	-3.44	0.75	0.238330374581668
APM_Thompson	Signature	Response	Log_regression	Liu	Melanoma	FPKM	112	-1.18	0.47	-2.13	-0.28	0.0122169646459281
APM_Thompson	Signature	Response	Log_regression	Mariathasan	Bladder	TPM	133	-1.17	0.45	-2.07	-0.3	0.00932231349016678
APM_Thompson	Signature	Response	Log_regression	Mariathasan	Kidney	TPM	46	0.15	0.85	-1.53	1.89	0.859336655655612
APM_Thompson	Signature	Response	Log_regression	Miao.1	Kidney	TPM	28	2.34	1.23	0.15	5.07	0.0562144907563976
APM_Thompson	Signature	Response	Log_regression	Nathanson	Melanoma	FPKM	24	-0.24	0.91	-2.07	1.56	0.792179091034485
APM_Thompson	Signature	Response	Log_regression	Riaz	Melanoma	TPM	33	-1.36	1.09	-3.64	0.72	0.210748056122421
APM_Thompson	Signature	Response	Log_regression	Snyder	Ureteral	TPM	22	-1.85	1.22	-4.54	0.38	0.127939785151866
APM_Thompson	Signature	Response	Log_regression	Van_Allen	Melanoma	TPM	39	-2.13	1.04	-4.47	-0.26	0.0409660918540988
APM_Wang	Signature	OS	COX	Braun	Kidney	TPM	178	0.36	0.21	-0.05	0.77	0.0848917485624422
APM_Wang	Signature	OS	COX	Fumet.2	Lung	TPM	43	-0.19	0.56	-1.29	0.91	0.736199379504339
APM_Wang	Signature	OS	COX	Hugo	Melanoma	FPKM	27	-1.04	0.85	-2.71	0.63	0.222325290514985
APM_Wang	Signature	OS	COX	Liu	Melanoma	FPKM	121	-0.46	0.3	-1.05	0.13	0.123861898405256
APM_Wang	Signature	OS	COX	Mariathasan	Bladder	TPM	194	-0.41	0.21	-0.82	0.01	0.0544826242365736
APM_Wang	Signature	OS	COX	Mariathasan	Kidney	TPM	67	0.53	0.35	-0.16	1.21	0.129744924478405
APM_Wang	Signature	OS	COX	Mariathasan	Lymph_node	TPM	26	-1.05	0.69	-2.41	0.31	0.130571378353234
APM_Wang	Signature	OS	COX	Mariathasan	Ureteral	TPM	26	0.29	0.55	-0.8	1.37	0.603752714134755
APM_Wang	Signature	OS	COX	Miao.1	Kidney	TPM	33	0.03	0.54	-1.03	1.08	0.959665060815022
APM_Wang	Signature	OS	COX	Riaz	Melanoma	TPM	51	-0.19	0.4	-0.97	0.59	0.63284642095882
APM_Wang	Signature	OS	COX	Snyder	Ureteral	TPM	25	-0.65	0.56	-1.75	0.45	0.247128774817649
APM_Wang	Signature	OS	COX	Van_Allen	Melanoma	TPM	42	-1.15	0.46	-2.05	-0.24	0.0131643304535238
APM_Wang	Signature	PFS	COX	Braun	Kidney	TPM	178	0.03	0.17	-0.31	0.36	0.876702019043303
APM_Wang	Signature	PFS	COX	Fumet.1	Lung	TPM	44	-0.03	0.61	-1.22	1.17	0.965293740888307
APM_Wang	Signature	PFS	COX	Fumet.2	Lung	TPM	43	-0.4	0.5	-1.37	0.57	0.422164989176928
APM_Wang	Signature	PFS	COX	Jung	Lung	TPM	26	-0.53	0.56	-1.64	0.57	0.344553960488694
APM_Wang	Signature	PFS	COX	Liu	Melanoma	FPKM	121	-0.48	0.27	-1.02	0.06	0.0793692025550214
APM_Wang	Signature	PFS	COX	Miao.1	Kidney	TPM	33	0	0.95	-1.87	1.87	0.998885873294446
APM_Wang	Signature	PFS	COX	Snyder	Ureteral	TPM	25	-0.71	0.55	-1.78	0.36	0.194518375913509
APM_Wang	Signature	PFS	COX	Van_Allen	Melanoma	TPM	42	-0.72	0.42	-1.54	0.1	0.084961015416924
APM_Wang	Signature	OS	DI	Braun	Kidney	TPM	178	0.28	0.17	-0.05	0.61	0.101203398543033
APM_Wang	Signature	OS	DI	Fumet.2	Lung	TPM	43	-0.05	0.32	-0.68	0.58	0.872378505577494
APM_Wang	Signature	OS	DI	Hugo	Melanoma	FPKM	27	-0.76	0.59	-1.91	0.39	0.192527874254701
APM_Wang	Signature	OS	DI	Liu	Melanoma	FPKM	121	-0.38	0.2	-0.78	0.02	0.0620479666470414
APM_Wang	Signature	OS	DI	Mariathasan	Bladder	TPM	194	-0.25	0.15	-0.55	0.04	0.0946677628546514
APM_Wang	Signature	OS	DI	Mariathasan	Kidney	TPM	67	0.31	0.24	-0.17	0.78	0.205116642254053
APM_Wang	Signature	OS	DI	Mariathasan	Lymph_node	TPM	26	-0.75	0.44	-1.6	0.11	0.0831791797827341
APM_Wang	Signature	OS	DI	Mariathasan	Ureteral	TPM	26	0.22	0.37	-0.5	0.93	0.554170139055812
APM_Wang	Signature	OS	DI	Miao.1	Kidney	TPM	33	0.01	0.37	-0.72	0.73	0.981519131933542
APM_Wang	Signature	OS	DI	Riaz	Melanoma	TPM	51	-0.21	0.3	-0.8	0.39	0.49650026346228
APM_Wang	Signature	OS	DI	Snyder	Ureteral	TPM	25	-0.53	0.42	-1.34	0.29	0.20268628299454
APM_Wang	Signature	OS	DI	Van_Allen	Melanoma	TPM	42	-0.68	0.28	-1.24	-0.12	0.0155771801846922
APM_Wang	Signature	PFS	DI	Braun	Kidney	TPM	178	0.05	0.14	-0.22	0.32	0.723093251803388
APM_Wang	Signature	PFS	DI	Fumet.1	Lung	TPM	44	-0.04	0.29	-0.61	0.54	0.898486288112627
APM_Wang	Signature	PFS	DI	Fumet.2	Lung	TPM	43	-0.19	0.28	-0.74	0.36	0.503601275418079
APM_Wang	Signature	PFS	DI	Jung	Lung	TPM	26	-0.16	0.38	-0.91	0.59	0.672822886135815
APM_Wang	Signature	PFS	DI	Liu	Melanoma	FPKM	121	-0.45	0.2	-0.84	-0.07	0.0197724455397878
APM_Wang	Signature	PFS	DI	Miao.1	Kidney	TPM	33	0.21	0.63	-1.03	1.45	0.736085947729801
APM_Wang	Signature	PFS	DI	Snyder	Ureteral	TPM	25	-0.58	0.41	-1.38	0.23	0.160279430986089
APM_Wang	Signature	PFS	DI	Van_Allen	Melanoma	TPM	42	-0.54	0.29	-1.1	0.02	0.0575819879819966
APM_Wang	Signature	Response	Log_regression	Braun	Kidney	TPM	139	-0.13	0.38	-0.89	0.62	0.727399414526676
APM_Wang	Signature	Response	Log_regression	Fumet.1	Lung	TPM	39	-0.07	1.29	-2.65	2.51	0.95428666091941
APM_Wang	Signature	Response	Log_regression	Fumet.2	Lung	TPM	41	-0.87	0.95	-2.82	0.98	0.36102188638546
APM_Wang	Signature	Response	Log_regression	Hugo	Melanoma	FPKM	27	-1.91	1.16	-4.45	0.22	0.100333031744257
APM_Wang	Signature	Response	Log_regression	Jung	Lung	TPM	26	-1.79	1.18	-4.4	0.36	0.12845376529586
APM_Wang	Signature	Response	Log_regression	Liu	Melanoma	FPKM	112	-0.55	0.46	-1.47	0.35	0.237810794258469
APM_Wang	Signature	Response	Log_regression	Mariathasan	Bladder	TPM	133	-1.18	0.46	-2.12	-0.3	0.0102077537537915
APM_Wang	Signature	Response	Log_regression	Mariathasan	Kidney	TPM	46	1.02	0.96	-0.8	3.05	0.286275243189378
APM_Wang	Signature	Response	Log_regression	Miao.1	Kidney	TPM	28	2.03	1.16	-0.08	4.61	0.0813243073441748
APM_Wang	Signature	Response	Log_regression	Riaz	Melanoma	TPM	33	-0.67	0.91	-2.55	1.1	0.466317429075807
APM_Wang	Signature	Response	Log_regression	Snyder	Ureteral	TPM	22	-1.02	1.09	-3.34	1.05	0.349707107532021
APM_Wang	Signature	Response	Log_regression	Van_Allen	Melanoma	TPM	39	-1.54	0.94	-3.55	0.22	0.100568520875632
B_cell_Budczies	Signature	OS	COX	Braun	Kidney	TPM	178	0.17	0.2	-0.23	0.58	0.393660820949658
B_cell_Budczies	Signature	OS	COX	Fumet.2	Lung	TPM	43	-0.31	0.46	-1.2	0.59	0.502568854299605
B_cell_Budczies	Signature	OS	COX	Hugo	Melanoma	FPKM	27	-0.26	0.71	-1.64	1.13	0.717888430347059
B_cell_Budczies	Signature	OS	COX	Mariathasan	Bladder	TPM	194	-0.37	0.17	-0.72	-0.03	0.0307207345558341
B_cell_Budczies	Signature	OS	COX	Mariathasan	Kidney	TPM	67	0.01	0.3	-0.58	0.6	0.979030023837022
B_cell_Budczies	Signature	OS	COX	Mariathasan	Lymph_node	TPM	26	-0.85	0.48	-1.78	0.09	0.075888196462493
B_cell_Budczies	Signature	OS	COX	Mariathasan	Ureteral	TPM	26	0.87	0.52	-0.14	1.89	0.0913590257316407
B_cell_Budczies	Signature	OS	COX	Miao.1	Kidney	TPM	33	0.34	0.39	-0.43	1.11	0.383991090600104
B_cell_Budczies	Signature	OS	COX	Nathanson	Melanoma	FPKM	24	-0.34	0.48	-1.29	0.61	0.487384245886481
B_cell_Budczies	Signature	OS	COX	Riaz	Melanoma	TPM	51	-0.81	0.32	-1.45	-0.18	0.0123708538146075
B_cell_Budczies	Signature	OS	COX	Snyder	Ureteral	TPM	25	-0.17	0.59	-1.33	1	0.778179906249273
B_cell_Budczies	Signature	OS	COX	Van_Allen	Melanoma	TPM	42	-0.84	0.44	-1.71	0.02	0.0549193359664175
B_cell_Budczies	Signature	PFS	COX	Braun	Kidney	TPM	178	0	0.16	-0.32	0.32	0.999955133496732
B_cell_Budczies	Signature	PFS	COX	Fumet.2	Lung	TPM	43	-0.72	0.42	-1.55	0.11	0.0901289422448533
B_cell_Budczies	Signature	PFS	COX	Jung	Lung	TPM	26	-0.25	0.43	-1.09	0.6	0.564333723517323
B_cell_Budczies	Signature	PFS	COX	Miao.1	Kidney	TPM	33	-0.42	0.79	-1.97	1.14	0.601180456151568
B_cell_Budczies	Signature	PFS	COX	Snyder	Ureteral	TPM	25	-0.06	0.55	-1.13	1.01	0.915308543038401
B_cell_Budczies	Signature	PFS	COX	Van_Allen	Melanoma	TPM	42	-0.5	0.39	-1.27	0.27	0.200268969811337
B_cell_Budczies	Signature	OS	DI	Braun	Kidney	TPM	178	0.17	0.16	-0.15	0.48	0.294809203063129
B_cell_Budczies	Signature	OS	DI	Fumet.2	Lung	TPM	43	-0.22	0.31	-0.82	0.39	0.481965345537303
B_cell_Budczies	Signature	OS	DI	Hugo	Melanoma	FPKM	27	-0.3	0.51	-1.3	0.7	0.560839422204896
B_cell_Budczies	Signature	OS	DI	Mariathasan	Bladder	TPM	194	-0.33	0.15	-0.61	-0.04	0.025017078481215
B_cell_Budczies	Signature	OS	DI	Mariathasan	Kidney	TPM	67	0.02	0.26	-0.48	0.52	0.938090261619922
B_cell_Budczies	Signature	OS	DI	Mariathasan	Lymph_node	TPM	26	-0.75	0.44	-1.62	0.12	0.0899909963054212
B_cell_Budczies	Signature	OS	DI	Mariathasan	Ureteral	TPM	26	0.71	0.42	-0.12	1.53	0.0899431728682234
B_cell_Budczies	Signature	OS	DI	Miao.1	Kidney	TPM	33	0.29	0.35	-0.4	0.98	0.40862940172998
B_cell_Budczies	Signature	OS	DI	Nathanson	Melanoma	FPKM	24	-0.14	0.41	-0.94	0.66	0.72875656659154
B_cell_Budczies	Signature	OS	DI	Riaz	Melanoma	TPM	51	-0.67	0.27	-1.2	-0.14	0.0133184963827208
B_cell_Budczies	Signature	OS	DI	Snyder	Ureteral	TPM	25	-0.16	0.43	-1	0.68	0.705489322641308
B_cell_Budczies	Signature	OS	DI	Van_Allen	Melanoma	TPM	42	-0.57	0.3	-1.15	0.01	0.0526952829115445
B_cell_Budczies	Signature	PFS	DI	Braun	Kidney	TPM	178	-0.02	0.13	-0.27	0.23	0.882232720848594
B_cell_Budczies	Signature	PFS	DI	Fumet.2	Lung	TPM	43	-0.52	0.28	-1.07	0.03	0.0636665154308645
B_cell_Budczies	Signature	PFS	DI	Jung	Lung	TPM	26	-0.11	0.37	-0.83	0.62	0.770428312949366
B_cell_Budczies	Signature	PFS	DI	Miao.1	Kidney	TPM	33	-0.44	0.71	-1.84	0.95	0.531469017419483
B_cell_Budczies	Signature	PFS	DI	Snyder	Ureteral	TPM	25	-0.06	0.39	-0.83	0.7	0.869950939534226
B_cell_Budczies	Signature	PFS	DI	Van_Allen	Melanoma	TPM	42	-0.36	0.27	-0.89	0.17	0.184770459361967
B_cell_Budczies	Signature	Response	Log_regression	Braun	Kidney	TPM	139	0.38	0.4	-0.4	1.18	0.346837067891925
B_cell_Budczies	Signature	Response	Log_regression	Fumet.2	Lung	TPM	41	-1.42	0.83	-3.15	0.15	0.0854395961308378
B_cell_Budczies	Signature	Response	Log_regression	Hugo	Melanoma	FPKM	27	-0.57	0.88	-2.38	1.13	0.516124598590115
B_cell_Budczies	Signature	Response	Log_regression	Jung	Lung	TPM	26	-0.15	0.79	-1.76	1.44	0.855154371524453
B_cell_Budczies	Signature	Response	Log_regression	Mariathasan	Bladder	TPM	133	-0.68	0.36	-1.41	0.02	0.059556614157876
B_cell_Budczies	Signature	Response	Log_regression	Mariathasan	Kidney	TPM	46	-0.95	0.84	-2.72	0.66	0.25970060058057
B_cell_Budczies	Signature	Response	Log_regression	Miao.1	Kidney	TPM	28	-0.23	0.79	-1.81	1.35	0.772205263448426
B_cell_Budczies	Signature	Response	Log_regression	Nathanson	Melanoma	FPKM	24	0.16	0.77	-1.36	1.73	0.838784539143893
B_cell_Budczies	Signature	Response	Log_regression	Riaz	Melanoma	TPM	33	-1.03	0.69	-2.5	0.25	0.131480424312538
B_cell_Budczies	Signature	Response	Log_regression	Snyder	Ureteral	TPM	22	-0.39	1.05	-2.54	1.69	0.708667936245142
B_cell_Budczies	Signature	Response	Log_regression	Van_Allen	Melanoma	TPM	39	-0.6	0.9	-2.45	1.17	0.504091865923785
B_cell_Helmink	Signature	OS	COX	Braun	Kidney	TPM	178	-0.16	0.31	-0.77	0.45	0.607350492980509
B_cell_Helmink	Signature	OS	COX	Fumet.2	Lung	TPM	43	-0.6	0.77	-2.11	0.92	0.439440878080591
B_cell_Helmink	Signature	OS	COX	Hugo	Melanoma	FPKM	27	1.73	1.62	-1.45	4.91	0.286974596322813
B_cell_Helmink	Signature	OS	COX	Liu	Melanoma	FPKM	121	-0.72	0.58	-1.86	0.41	0.212320394998166
B_cell_Helmink	Signature	OS	COX	Mariathasan	Bladder	TPM	194	-0.64	0.37	-1.36	0.08	0.0827490347923337
B_cell_Helmink	Signature	OS	COX	Mariathasan	Kidney	TPM	67	0.11	0.67	-1.2	1.41	0.871841169799376
B_cell_Helmink	Signature	OS	COX	Mariathasan	Lymph_node	TPM	26	-0.52	0.71	-1.91	0.87	0.4631325731064
B_cell_Helmink	Signature	OS	COX	Mariathasan	Ureteral	TPM	26	3.46	1.14	1.24	5.69	0.0023011014215646
B_cell_Helmink	Signature	OS	COX	Miao.1	Kidney	TPM	33	-1.34	1.27	-3.82	1.15	0.291193767005502
B_cell_Helmink	Signature	OS	COX	Nathanson	Melanoma	FPKM	24	-0.96	0.9	-2.73	0.82	0.290687984296767
B_cell_Helmink	Signature	OS	COX	Riaz	Melanoma	TPM	51	-0.59	0.78	-2.12	0.94	0.451206782065963
B_cell_Helmink	Signature	OS	COX	Snyder	Ureteral	TPM	25	0.25	0.74	-1.2	1.7	0.73190234002055
B_cell_Helmink	Signature	OS	COX	Van_Allen	Melanoma	TPM	42	-1.12	0.87	-2.83	0.59	0.198197430874715
B_cell_Helmink	Signature	PFS	COX	Braun	Kidney	TPM	178	-0.41	0.25	-0.9	0.09	0.110588356608144
B_cell_Helmink	Signature	PFS	COX	Fumet.1	Lung	TPM	44	-0.02	0.77	-1.54	1.5	0.98134962574928
B_cell_Helmink	Signature	PFS	COX	Fumet.2	Lung	TPM	43	-1.06	0.67	-2.38	0.26	0.114641425690594
B_cell_Helmink	Signature	PFS	COX	Jung	Lung	TPM	26	-0.56	1.05	-2.63	1.5	0.593282598204517
B_cell_Helmink	Signature	PFS	COX	Liu	Melanoma	FPKM	121	-0.74	0.52	-1.76	0.28	0.154288587331176
B_cell_Helmink	Signature	PFS	COX	Snyder	Ureteral	TPM	25	0.04	0.72	-1.37	1.44	0.960814046100882
B_cell_Helmink	Signature	PFS	COX	Van_Allen	Melanoma	TPM	42	-1.6	0.77	-3.11	-0.09	0.0373791920944993
B_cell_Helmink	Signature	OS	DI	Braun	Kidney	TPM	178	-0.08	0.16	-0.39	0.23	0.618733014144246
B_cell_Helmink	Signature	OS	DI	Fumet.2	Lung	TPM	43	-0.25	0.3	-0.84	0.35	0.413142247160286
B_cell_Helmink	Signature	OS	DI	Hugo	Melanoma	FPKM	27	0.55	0.5	-0.44	1.54	0.270462397789315
B_cell_Helmink	Signature	OS	DI	Liu	Melanoma	FPKM	121	-0.19	0.2	-0.58	0.21	0.353677105399388
