signature	signatureType	outcome	model	Subgroup	Type	N	Effect_size	SE	95CI_low	95CI_high	Pval	I2	Pval_I2
EMT_Thompson	Signature	OS	DI	Sequencing	FPKM	3	0.22	0.18	-0.14	0.57	0.229046300611225	0.19	0.289752642011523
EMT_Thompson	Signature	PFS	DI	ALL	ALL	8	-0.02	0.09	-0.19	0.15	0.824248397670891	0	0.835230596269165
EMT_Thompson	Signature	PFS	DI	Tumor	Melanoma	2	NA	NA	NA	NA	NA	NA	NA
EMT_Thompson	Signature	PFS	DI	Tumor	Lung	3	-0.14	0.19	-0.51	0.23	0.467586180955186	0	0.955965455566301
EMT_Thompson	Signature	PFS	DI	Tumor	Kidney	2	NA	NA	NA	NA	NA	NA	NA
EMT_Thompson	Signature	PFS	DI	Sequencing	TPM	7	0	0.1	-0.2	0.19	0.993449273809865	0	0.763587583171567
EMT_Thompson	Signature	PFS	DI	Sequencing	FPKM	1	NA	NA	NA	NA	NA	NA	NA
EMT_Thompson	Signature	Response	Log_regression	ALL	ALL	13	0.12	0.18	-0.24	0.48	0.503388076540724	0.09	0.358029685457128
EMT_Thompson	Signature	Response	Log_regression	Tumor	Melanoma	5	0.24	0.39	-0.53	1.01	0.535712272124276	0.27	0.238271628110432
EMT_Thompson	Signature	Response	Log_regression	Tumor	Lung	3	0.1	0.47	-0.83	1.03	0.838773925256314	0	0.862899432420641
EMT_Thompson	Signature	Response	Log_regression	Tumor	Kidney	3	-0.35	0.77	-1.86	1.17	0.6529605665664	0.6	0.0809111560725969
EMT_Thompson	Signature	Response	Log_regression	Sequencing	TPM	10	0.08	0.2	-0.32	0.47	0.707592190072578	0	0.564970726434528
EMT_Thompson	Signature	Response	Log_regression	Sequencing	FPKM	3	0.99	0.96	-0.89	2.87	0.300763775866362	0.61	0.0786910787653484
PTEN_MITF	Signature	OS	COX	ALL	ALL	13	0.54	0.22	0.1	0.97	0.0154340124242216	0.44	0.0419999552398934
PTEN_MITF	Signature	OS	COX	Tumor	Melanoma	5	0.86	0.23	0.41	1.32	0.000210811070007682	0.04	0.383873757906331
PTEN_MITF	Signature	OS	COX	Tumor	Lung	1	NA	NA	NA	NA	NA	NA	NA
PTEN_MITF	Signature	OS	COX	Tumor	Kidney	3	-0.32	0.31	-0.92	0.28	0.289751175280172	0	0.53614713603752
PTEN_MITF	Signature	OS	COX	Sequencing	TPM	10	0.46	0.29	-0.11	1.04	0.116535983474368	0.55	0.0174440334943596
PTEN_MITF	Signature	OS	COX	Sequencing	FPKM	3	0.78	0.29	0.22	1.34	0.00642124907149051	0	0.813136115626781
PTEN_MITF	Signature	PFS	COX	ALL	ALL	8	0.86	0.27	0.32	1.4	0.00169198631096536	0.14	0.320333060975934
PTEN_MITF	Signature	PFS	COX	Tumor	Melanoma	2	NA	NA	NA	NA	NA	NA	NA
PTEN_MITF	Signature	PFS	COX	Tumor	Lung	3	0.96	0.53	-0.09	2.01	0.0722086617973051	0	0.583505010258624
PTEN_MITF	Signature	PFS	COX	Tumor	Kidney	2	NA	NA	NA	NA	NA	NA	NA
PTEN_MITF	Signature	PFS	COX	Sequencing	TPM	7	0.63	0.28	0.08	1.19	0.0260488103170008	0	0.64636014952085
PTEN_MITF	Signature	PFS	COX	Sequencing	FPKM	1	NA	NA	NA	NA	NA	NA	NA
PTEN_MITF	Signature	OS	DI	ALL	ALL	13	0.25	0.11	0.04	0.46	0.0208392411296178	0.44	0.0442793188050329
PTEN_MITF	Signature	OS	DI	Tumor	Melanoma	5	0.48	0.18	0.13	0.83	0.00662201217361567	0.24	0.263276932178045
PTEN_MITF	Signature	OS	DI	Tumor	Lung	1	NA	NA	NA	NA	NA	NA	NA
PTEN_MITF	Signature	OS	DI	Tumor	Kidney	3	-0.12	0.13	-0.37	0.13	0.364210840222564	0	0.46129717265187
PTEN_MITF	Signature	OS	DI	Sequencing	TPM	10	0.21	0.13	-0.04	0.46	0.105263436220602	0.54	0.0214453683942341
PTEN_MITF	Signature	OS	DI	Sequencing	FPKM	3	0.42	0.18	0.06	0.77	0.0215875691934278	0	0.878000586039994
PTEN_MITF	Signature	PFS	DI	ALL	ALL	8	0.3	0.11	0.09	0.52	0.00621016554212021	0.08	0.368366514594942
PTEN_MITF	Signature	PFS	DI	Tumor	Melanoma	2	NA	NA	NA	NA	NA	NA	NA
PTEN_MITF	Signature	PFS	DI	Tumor	Lung	3	0.31	0.23	-0.14	0.76	0.172715157458711	0.35	0.216069683825647
PTEN_MITF	Signature	PFS	DI	Tumor	Kidney	2	NA	NA	NA	NA	NA	NA	NA
PTEN_MITF	Signature	PFS	DI	Sequencing	TPM	7	0.23	0.11	0.01	0.44	0.0369023055482349	0	0.48517820121711
PTEN_MITF	Signature	PFS	DI	Sequencing	FPKM	1	NA	NA	NA	NA	NA	NA	NA
PTEN_MITF	Signature	Response	Log_regression	ALL	ALL	11	0.8	0.31	0.18	1.41	0.0108126205324561	0.15	0.300700644523727
PTEN_MITF	Signature	Response	Log_regression	Tumor	Melanoma	5	0.96	0.41	0.15	1.76	0.0197865978617832	0	0.586815169137128
PTEN_MITF	Signature	Response	Log_regression	Tumor	Lung	2	NA	NA	NA	NA	NA	NA	NA
PTEN_MITF	Signature	Response	Log_regression	Tumor	Kidney	3	-0.4	0.61	-1.61	0.8	0.510303531618193	0	0.470862861220403
PTEN_MITF	Signature	Response	Log_regression	Sequencing	TPM	8	0.66	0.5	-0.32	1.63	0.185211135438037	0.32	0.17116327981968
PTEN_MITF	Signature	Response	Log_regression	Sequencing	FPKM	3	1.04	0.47	0.12	1.97	0.0271593016753377	0	0.608512810032467
T_cell_exclusion	Signature	OS	COX	ALL	ALL	13	0.43	0.14	0.16	0.7	0.0015726468790565	0.11	0.337706345690985
T_cell_exclusion	Signature	OS	COX	Tumor	Melanoma	5	0.78	0.22	0.35	1.21	0.000369259153909172	0	0.617559498746993
T_cell_exclusion	Signature	OS	COX	Tumor	Lung	1	NA	NA	NA	NA	NA	NA	NA
T_cell_exclusion	Signature	OS	COX	Tumor	Kidney	3	0.18	0.24	-0.28	0.65	0.444089120805326	0	0.451569067066471
T_cell_exclusion	Signature	OS	COX	Sequencing	TPM	10	0.31	0.14	0.04	0.58	0.0251298671277535	0	0.591515919096715
T_cell_exclusion	Signature	OS	COX	Sequencing	FPKM	3	1.06	0.29	0.5	1.62	0.000211042631783615	0	0.814000285502274
T_cell_exclusion	Signature	PFS	COX	ALL	ALL	9	0.5	0.2	0.11	0.89	0.0122201440314152	0.32	0.161563968809591
T_cell_exclusion	Signature	PFS	COX	Tumor	Melanoma	3	0.87	0.22	0.44	1.31	9.05459655165426e-05	0.35	0.215272136250189
T_cell_exclusion	Signature	PFS	COX	Tumor	Lung	3	0.07	0.33	-0.58	0.72	0.835233534838248	0	0.722468524089023
T_cell_exclusion	Signature	PFS	COX	Tumor	Kidney	2	NA	NA	NA	NA	NA	NA	NA
T_cell_exclusion	Signature	PFS	COX	Sequencing	TPM	8	0.4	0.19	0.02	0.77	0.0399451262643404	0.08	0.371860464400296
T_cell_exclusion	Signature	PFS	COX	Sequencing	FPKM	1	NA	NA	NA	NA	NA	NA	NA
T_cell_exclusion	Signature	OS	DI	ALL	ALL	13	0.24	0.08	0.07	0.4	0.00560047105987801	0.12	0.323824350699218
T_cell_exclusion	Signature	OS	DI	Tumor	Melanoma	5	0.48	0.14	0.2	0.75	0.000680823388741916	0	0.699446968810089
T_cell_exclusion	Signature	OS	DI	Tumor	Lung	1	NA	NA	NA	NA	NA	NA	NA
T_cell_exclusion	Signature	OS	DI	Tumor	Kidney	3	0.1	0.13	-0.17	0.36	0.476646590455011	0	0.452140724012936
T_cell_exclusion	Signature	OS	DI	Sequencing	TPM	10	0.16	0.09	0	0.33	0.0560427939105867	0	0.533351429755263
T_cell_exclusion	Signature	OS	DI	Sequencing	FPKM	3	0.63	0.19	0.27	1	0.000718831120405353	0	0.754644921621178
T_cell_exclusion	Signature	PFS	DI	ALL	ALL	9	0.29	0.12	0.06	0.52	0.0140174797297399	0.33	0.157530505373507
T_cell_exclusion	Signature	PFS	DI	Tumor	Melanoma	3	0.51	0.18	0.16	0.86	0.00412340387427626	0.48	0.145322362722011
T_cell_exclusion	Signature	PFS	DI	Tumor	Lung	3	0.01	0.19	-0.35	0.38	0.938872610174069	0	0.782819615994044
T_cell_exclusion	Signature	PFS	DI	Tumor	Kidney	2	NA	NA	NA	NA	NA	NA	NA
T_cell_exclusion	Signature	PFS	DI	Sequencing	TPM	8	0.23	0.11	0.02	0.44	0.0336612498585784	0	0.43309535346597
T_cell_exclusion	Signature	PFS	DI	Sequencing	FPKM	1	NA	NA	NA	NA	NA	NA	NA
T_cell_exclusion	Signature	Response	Log_regression	ALL	ALL	14	0.41	0.21	0.01	0.82	0.0452892368296826	0	0.57173961940835
T_cell_exclusion	Signature	Response	Log_regression	Tumor	Melanoma	6	0.79	0.29	0.22	1.36	0.00646585011736662	0	0.775687854951048
T_cell_exclusion	Signature	Response	Log_regression	Tumor	Lung	3	-0.64	0.68	-1.97	0.69	0.344358311712822	0	0.768325440330725
T_cell_exclusion	Signature	Response	Log_regression	Tumor	Kidney	3	0.27	0.56	-0.82	1.36	0.629303875679402	0.37	0.206357308029215
T_cell_exclusion	Signature	Response	Log_regression	Sequencing	TPM	11	0.26	0.24	-0.2	0.73	0.270185865814407	0	0.538745026642974
T_cell_exclusion	Signature	Response	Log_regression	Sequencing	FPKM	3	0.91	0.43	0.06	1.76	0.0351223752831677	0	0.665323792380877
ADO	Signature	OS	COX	ALL	ALL	13	-0.25	0.15	-0.54	0.04	0.0863850006840727	0.2	0.243007379705695
ADO	Signature	OS	COX	Tumor	Melanoma	5	-0.74	0.28	-1.29	-0.18	0.00922388764050525	0	0.431910054991144
ADO	Signature	OS	COX	Tumor	Lung	1	NA	NA	NA	NA	NA	NA	NA
ADO	Signature	OS	COX	Tumor	Kidney	3	-0.07	0.26	-0.57	0.43	0.774453602954761	0	0.461750225992195
ADO	Signature	OS	COX	Sequencing	TPM	10	-0.16	0.16	-0.47	0.16	0.334860935162005	0.02	0.418862256385009
ADO	Signature	OS	COX	Sequencing	FPKM	3	-0.67	0.49	-1.63	0.29	0.171683727435354	0.41	0.181752416050009
ADO	Signature	PFS	COX	ALL	ALL	8	-0.31	0.17	-0.65	0.03	0.0763960931187849	0	0.945240623205549
ADO	Signature	PFS	COX	Tumor	Melanoma	2	NA	NA	NA	NA	NA	NA	NA
ADO	Signature	PFS	COX	Tumor	Lung	3	-0.21	0.38	-0.97	0.54	0.578962303835555	0	0.517063603122862
ADO	Signature	PFS	COX	Tumor	Kidney	2	NA	NA	NA	NA	NA	NA	NA
ADO	Signature	PFS	COX	Sequencing	TPM	7	-0.26	0.19	-0.64	0.12	0.176201279297982	0	0.926291461536065
ADO	Signature	PFS	COX	Sequencing	FPKM	1	NA	NA	NA	NA	NA	NA	NA
ADO	Signature	OS	DI	ALL	ALL	13	-0.1	0.08	-0.26	0.05	0.202952246655203	0.24	0.200231174274799
ADO	Signature	OS	DI	Tumor	Melanoma	5	-0.35	0.14	-0.62	-0.09	0.00926307022432136	0	0.406459662820327
ADO	Signature	OS	DI	Tumor	Lung	1	NA	NA	NA	NA	NA	NA	NA
ADO	Signature	OS	DI	Tumor	Kidney	3	-0.02	0.13	-0.27	0.23	0.876631535004153	0	0.533187621298655
ADO	Signature	OS	DI	Sequencing	TPM	10	-0.05	0.08	-0.2	0.11	0.555049624415093	0.03	0.411063390903454
ADO	Signature	OS	DI	Sequencing	FPKM	3	-0.3	0.27	-0.83	0.23	0.263518297021525	0.45	0.16208360326993
ADO	Signature	PFS	DI	ALL	ALL	8	-0.15	0.08	-0.31	0.02	0.0863621924673102	0	0.922212182174163
ADO	Signature	PFS	DI	Tumor	Melanoma	2	NA	NA	NA	NA	NA	NA	NA
ADO	Signature	PFS	DI	Tumor	Lung	3	-0.09	0.18	-0.44	0.27	0.63664024273538	0	0.529977914592856
ADO	Signature	PFS	DI	Tumor	Kidney	2	NA	NA	NA	NA	NA	NA	NA
ADO	Signature	PFS	DI	Sequencing	TPM	7	-0.12	0.1	-0.31	0.06	0.19635986981473	0	0.885746786857054
ADO	Signature	PFS	DI	Sequencing	FPKM	1	NA	NA	NA	NA	NA	NA	NA
ADO	Signature	Response	Log_regression	ALL	ALL	13	-0.47	0.28	-1.02	0.08	0.0921714834061606	0.03	0.420605039474831
ADO	Signature	Response	Log_regression	Tumor	Melanoma	5	-0.9	0.48	-1.85	0.05	0.0642721226831671	0	0.466211458947067
ADO	Signature	Response	Log_regression	Tumor	Lung	3	-0.67	0.77	-2.18	0.84	0.383450106782207	0	0.403654300132701
ADO	Signature	Response	Log_regression	Tumor	Kidney	3	-0.31	1.06	-2.39	1.76	0.768232505513731	0.56	0.104688258641632
ADO	Signature	Response	Log_regression	Sequencing	TPM	10	-0.44	0.33	-1.08	0.2	0.178682555856874	0.11	0.339741663689999
ADO	Signature	Response	Log_regression	Sequencing	FPKM	3	-0.59	0.57	-1.69	0.52	0.299836239494975	0.06	0.344789781560062
APM_Thompson	Signature	OS	COX	ALL	ALL	13	-0.35	0.17	-0.69	-0.02	0.0358068914305976	0.55	0.00930298804869794
APM_Thompson	Signature	OS	COX	Tumor	Melanoma	5	-0.78	0.2	-1.17	-0.4	6.95484260797225e-05	0	0.977233781103087
APM_Thompson	Signature	OS	COX	Tumor	Lung	1	NA	NA	NA	NA	NA	NA	NA
APM_Thompson	Signature	OS	COX	Tumor	Kidney	3	0.37	0.18	0.03	0.71	0.0354426780799049	0	0.899330920089937
APM_Thompson	Signature	OS	COX	Sequencing	TPM	10	-0.24	0.19	-0.61	0.14	0.216497526359454	0.56	0.0150336952227978
APM_Thompson	Signature	OS	COX	Sequencing	FPKM	3	-0.8	0.25	-1.29	-0.31	0.00137757782675686	0	0.889404814483032
APM_Thompson	Signature	PFS	COX	ALL	ALL	8	-0.41	0.17	-0.73	-0.08	0.0150658090277284	0.22	0.25145433527643
APM_Thompson	Signature	PFS	COX	Tumor	Melanoma	2	NA	NA	NA	NA	NA	NA	NA
APM_Thompson	Signature	PFS	COX	Tumor	Lung	3	-0.44	0.27	-0.96	0.08	0.100290819493048	0	0.785483518504016
APM_Thompson	Signature	PFS	COX	Tumor	Kidney	2	NA	NA	NA	NA	NA	NA	NA
APM_Thompson	Signature	PFS	COX	Sequencing	TPM	7	-0.32	0.18	-0.68	0.03	0.0740410982014494	0.06	0.385047196060648
APM_Thompson	Signature	PFS	COX	Sequencing	FPKM	1	NA	NA	NA	NA	NA	NA	NA
APM_Thompson	Signature	OS	DI	ALL	ALL	13	-0.25	0.12	-0.48	-0.02	0.0332002568409846	0.54	0.00988834853240124
APM_Thompson	Signature	OS	DI	Tumor	Melanoma	5	-0.56	0.13	-0.82	-0.29	3.26041888752452e-05	0	0.924348314718879
APM_Thompson	Signature	OS	DI	Tumor	Lung	1	NA	NA	NA	NA	NA	NA	NA
APM_Thompson	Signature	OS	DI	Tumor	Kidney	3	0.26	0.13	0	0.52	0.0483990746709253	0	0.873525823601665
APM_Thompson	Signature	OS	DI	Sequencing	TPM	10	-0.18	0.14	-0.44	0.09	0.192182718567089	0.58	0.0113842283362371
APM_Thompson	Signature	OS	DI	Sequencing	FPKM	3	-0.54	0.17	-0.87	-0.21	0.00148857778741328	0	0.979891950197267
APM_Thompson	Signature	PFS	DI	ALL	ALL	8	-0.28	0.12	-0.51	-0.05	0.0159044944117365	0.26	0.224043436382339
APM_Thompson	Signature	PFS	DI	Tumor	Melanoma	2	NA	NA	NA	NA	NA	NA	NA
APM_Thompson	Signature	PFS	DI	Tumor	Lung	3	-0.24	0.17	-0.58	0.09	0.154191605342162	0	0.650366188491654
APM_Thompson	Signature	PFS	DI	Tumor	Kidney	2	NA	NA	NA	NA	NA	NA	NA
APM_Thompson	Signature	PFS	DI	Sequencing	TPM	7	-0.22	0.13	-0.47	0.03	0.0798451596316443	0.15	0.316877357203166
APM_Thompson	Signature	PFS	DI	Sequencing	FPKM	1	NA	NA	NA	NA	NA	NA	NA
APM_Thompson	Signature	Response	Log_regression	ALL	ALL	13	-0.84	0.25	-1.32	-0.35	0.000778493243599528	0.31	0.131885102127077
APM_Thompson	Signature	Response	Log_regression	Tumor	Melanoma	5	-1.27	0.35	-1.95	-0.59	0.000268930503722866	0	0.595338178321126
APM_Thompson	Signature	Response	Log_regression	Tumor	Lung	3	-1.23	0.57	-2.36	-0.11	0.0309740101293358	0	0.967994938768375
APM_Thompson	Signature	Response	Log_regression	Tumor	Kidney	3	0.34	0.52	-0.68	1.37	0.508824542479541	0.43	0.175165905716249
APM_Thompson	Signature	Response	Log_regression	Sequencing	TPM	10	-0.74	0.31	-1.36	-0.13	0.0170634936876377	0.38	0.103607670506153
APM_Thompson	Signature	Response	Log_regression	Sequencing	FPKM	3	-1.13	0.39	-1.9	-0.36	0.00388717897708003	0	0.373854847951111
APM_Wang	Signature	OS	COX	ALL	ALL	12	-0.22	0.16	-0.54	0.1	0.176204425057281	0.49	0.0298250418536814
APM_Wang	Signature	OS	COX	Tumor	Melanoma	4	-0.56	0.21	-0.97	-0.16	0.00654751916839031	0	0.40243721740817
APM_Wang	Signature	OS	COX	Tumor	Lung	1	NA	NA	NA	NA	NA	NA	NA
APM_Wang	Signature	OS	COX	Tumor	Kidney	3	0.37	0.17	0.03	0.7	0.0314640847075981	0	0.738059485241288
APM_Wang	Signature	OS	COX	Sequencing	TPM	10	-0.16	0.18	-0.52	0.2	0.375473087027111	0.52	0.0258941051164597
APM_Wang	Signature	OS	COX	Sequencing	FPKM	2	NA	NA	NA	NA	NA	NA	NA
APM_Wang	Signature	PFS	COX	ALL	ALL	8	-0.3	0.16	-0.6	0.01	0.0562042230192535	0	0.553118995222946
APM_Wang	Signature	PFS	COX	Tumor	Melanoma	2	NA	NA	NA	NA	NA	NA	NA
APM_Wang	Signature	PFS	COX	Tumor	Lung	3	-0.34	0.32	-0.96	0.28	0.283468879318412	0	0.823755833580414
APM_Wang	Signature	PFS	COX	Tumor	Kidney	2	NA	NA	NA	NA	NA	NA	NA
APM_Wang	Signature	PFS	COX	Sequencing	TPM	7	-0.25	0.18	-0.6	0.1	0.159324522429379	0	0.573944140203311
APM_Wang	Signature	PFS	COX	Sequencing	FPKM	1	NA	NA	NA	NA	NA	NA	NA
APM_Wang	Signature	OS	DI	ALL	ALL	12	-0.16	0.11	-0.38	0.05	0.137566467356791	0.46	0.0396452851167909
APM_Wang	Signature	OS	DI	Tumor	Melanoma	4	-0.44	0.14	-0.71	-0.17	0.00160786380859737	0	0.635482755753541
APM_Wang	Signature	OS	DI	Tumor	Lung	1	NA	NA	NA	NA	NA	NA	NA
APM_Wang	Signature	OS	DI	Tumor	Kidney	3	0.26	0.13	0	0.51	0.0491755893046431	0	0.7739148255469
APM_Wang	Signature	OS	DI	Sequencing	TPM	10	-0.11	0.12	-0.35	0.12	0.349286605603673	0.48	0.0430791770920783
APM_Wang	Signature	OS	DI	Sequencing	FPKM	2	NA	NA	NA	NA	NA	NA	NA
APM_Wang	Signature	PFS	DI	ALL	ALL	8	-0.21	0.11	-0.42	0.01	0.0639197368927357	0.08	0.366621626820312
APM_Wang	Signature	PFS	DI	Tumor	Melanoma	2	NA	NA	NA	NA	NA	NA	NA
APM_Wang	Signature	PFS	DI	Tumor	Lung	3	-0.13	0.18	-0.48	0.22	0.475744189176148	0	0.928594444613773
APM_Wang	Signature	PFS	DI	Tumor	Kidney	2	NA	NA	NA	NA	NA	NA	NA
APM_Wang	Signature	PFS	DI	Sequencing	TPM	7	-0.13	0.11	-0.35	0.09	0.244263099740631	0	0.51450620704989
APM_Wang	Signature	PFS	DI	Sequencing	FPKM	1	NA	NA	NA	NA	NA	NA	NA
APM_Wang	Signature	Response	Log_regression	ALL	ALL	12	-0.57	0.24	-1.03	-0.1	0.0162224287361359	0.25	0.193666693490808
APM_Wang	Signature	Response	Log_regression	Tumor	Melanoma	4	-0.84	0.36	-1.54	-0.14	0.0187027854848882	0	0.606759789843205
APM_Wang	Signature	Response	Log_regression	Tumor	Lung	3	-0.94	0.64	-2.2	0.31	0.141310192537457	0	0.612897195769546
APM_Wang	Signature	Response	Log_regression	Tumor	Kidney	3	0.63	0.65	-0.64	1.9	0.331711997128446	0.5	0.137216577292036
APM_Wang	Signature	Response	Log_regression	Sequencing	TPM	10	-0.5	0.3	-1.09	0.09	0.0988385804963551	0.33	0.14774623223918
APM_Wang	Signature	Response	Log_regression	Sequencing	FPKM	2	NA	NA	NA	NA	NA	NA	NA
B_cell_Budczies	Signature	OS	COX	ALL	ALL	12	-0.21	0.14	-0.48	0.06	0.131494977084993	0.41	0.0647986212287048
B_cell_Budczies	Signature	OS	COX	Tumor	Melanoma	4	-0.67	0.22	-1.1	-0.24	0.00200944696135786	0	0.765788862366098
B_cell_Budczies	Signature	OS	COX	Tumor	Lung	1	NA	NA	NA	NA	NA	NA	NA
B_cell_Budczies	Signature	OS	COX	Tumor	Kidney	3	0.15	0.15	-0.15	0.45	0.312662784865839	0	0.792849644396022
B_cell_Budczies	Signature	OS	COX	Sequencing	TPM	10	-0.2	0.16	-0.51	0.11	0.201238877365933	0.52	0.027846004165857
B_cell_Budczies	Signature	OS	COX	Sequencing	FPKM	2	NA	NA	NA	NA	NA	NA	NA
B_cell_Budczies	Signature	PFS	COX	ALL	ALL	6	-0.21	0.16	-0.52	0.1	0.182659984111318	0	0.59011926153474
B_cell_Budczies	Signature	PFS	COX	Tumor	Melanoma	1	NA	NA	NA	NA	NA	NA	NA
B_cell_Budczies	Signature	PFS	COX	Tumor	Lung	2	NA	NA	NA	NA	NA	NA	NA
B_cell_Budczies	Signature	PFS	COX	Tumor	Kidney	2	NA	NA	NA	NA	NA	NA	NA
B_cell_Budczies	Signature	PFS	COX	Sequencing	TPM	6	-0.21	0.16	-0.52	0.1	0.182659984111318	0	0.59011926153474
B_cell_Budczies	Signature	PFS	COX	Sequencing	FPKM	0	NA	NA	NA	NA	NA	NA	NA
B_cell_Budczies	Signature	OS	DI	ALL	ALL	12	-0.16	0.11	-0.38	0.06	0.146715914834964	0.43	0.0558347860522171
B_cell_Budczies	Signature	OS	DI	Tumor	Melanoma	4	-0.51	0.17	-0.84	-0.17	0.00292146213678681	0	0.711525578130721
B_cell_Budczies	Signature	OS	DI	Tumor	Lung	1	NA	NA	NA	NA	NA	NA	NA
B_cell_Budczies	Signature	OS	DI	Tumor	Kidney	3	0.15	0.13	-0.1	0.4	0.237439979619365	0	0.808307687615437
B_cell_Budczies	Signature	OS	DI	Sequencing	TPM	10	-0.16	0.13	-0.41	0.09	0.209193693230749	0.53	0.023380855615204
B_cell_Budczies	Signature	OS	DI	Sequencing	FPKM	2	NA	NA	NA	NA	NA	NA	NA
B_cell_Budczies	Signature	PFS	DI	ALL	ALL	6	-0.17	0.12	-0.4	0.05	0.136401028765864	0	0.611122831876098
B_cell_Budczies	Signature	PFS	DI	Tumor	Melanoma	1	NA	NA	NA	NA	NA	NA	NA
B_cell_Budczies	Signature	PFS	DI	Tumor	Lung	2	NA	NA	NA	NA	NA	NA	NA
B_cell_Budczies	Signature	PFS	DI	Tumor	Kidney	2	NA	NA	NA	NA	NA	NA	NA
B_cell_Budczies	Signature	PFS	DI	Sequencing	TPM	6	-0.17	0.12	-0.4	0.05	0.136401028765864	0	0.611122831876098
B_cell_Budczies	Signature	PFS	DI	Sequencing	FPKM	0	NA	NA	NA	NA	NA	NA	NA
B_cell_Budczies	Signature	Response	Log_regression	ALL	ALL	11	-0.41	0.22	-0.83	0.01	0.0580294251947216	0	0.634786552046927
B_cell_Budczies	Signature	Response	Log_regression	Tumor	Melanoma	4	-0.53	0.4	-1.31	0.25	0.179789442480849	0	0.720573854314396
B_cell_Budczies	Signature	Response	Log_regression	Tumor	Lung	2	NA	NA	NA	NA	NA	NA	NA
B_cell_Budczies	Signature	Response	Log_regression	Tumor	Kidney	3	-0.01	0.39	-0.78	0.77	0.986213328686436	0.1	0.329672867945613
B_cell_Budczies	Signature	Response	Log_regression	Sequencing	TPM	9	-0.45	0.24	-0.93	0.02	0.0602208979155417	0	0.497475742094532
B_cell_Budczies	Signature	Response	Log_regression	Sequencing	FPKM	2	NA	NA	NA	NA	NA	NA	NA
B_cell_Helmink	Signature	OS	COX	ALL	ALL	13	-0.32	0.17	-0.65	0.02	0.0614404676193276	0.31	0.134516212088845
B_cell_Helmink	Signature	OS	COX	Tumor	Melanoma	5	-0.68	0.36	-1.39	0.04	0.062682586185454	0	0.629713156713347
B_cell_Helmink	Signature	OS	COX	Tumor	Lung	1	NA	NA	NA	NA	NA	NA	NA
B_cell_Helmink	Signature	OS	COX	Tumor	Kidney	3	-0.17	0.27	-0.71	0.37	0.53642327696636	0	0.599173248417161
B_cell_Helmink	Signature	OS	COX	Sequencing	TPM	10	-0.28	0.18	-0.64	0.08	0.128342130570221	0.39	0.0970121245822314
B_cell_Helmink	Signature	OS	COX	Sequencing	FPKM	3	-0.58	0.47	-1.5	0.33	0.213222898920083	0.12	0.321455126519649
B_cell_Helmink	Signature	PFS	COX	ALL	ALL	7	-0.53	0.19	-0.9	-0.16	0.00520296036326407	0	0.67448224526163
B_cell_Helmink	Signature	PFS	COX	Tumor	Melanoma	2	NA	NA	NA	NA	NA	NA	NA
B_cell_Helmink	Signature	PFS	COX	Tumor	Lung	3	-0.6	0.46	-1.49	0.29	0.186135705013305	0	0.594465618039518
B_cell_Helmink	Signature	PFS	COX	Tumor	Kidney	1	NA	NA	NA	NA	NA	NA	NA
B_cell_Helmink	Signature	PFS	COX	Sequencing	TPM	6	-0.49	0.2	-0.89	-0.1	0.0145024178711365	0	0.575223438966213
B_cell_Helmink	Signature	PFS	COX	Sequencing	FPKM	1	NA	NA	NA	NA	NA	NA	NA
B_cell_Helmink	Signature	OS	DI	ALL	ALL	13	-0.14	0.07	-0.29	0	0.0498150440388282	0.34	0.113129231936013
B_cell_Helmink	Signature	OS	DI	Tumor	Melanoma	5	-0.21	0.13	-0.48	0.05	0.105637316444079	0	0.58320482202341
B_cell_Helmink	Signature	OS	DI	Tumor	Lung	1	NA	NA	NA	NA	NA	NA	NA
B_cell_Helmink	Signature	OS	DI	Tumor	Kidney	3	-0.1	0.13	-0.35	0.16	0.456483626462542	0	0.72095320052138
B_cell_Helmink	Signature	OS	DI	Sequencing	TPM	10	-0.14	0.08	-0.3	0.02	0.0773248113153774	0.43	0.0722426323040812
B_cell_Helmink	Signature	OS	DI	Sequencing	FPKM	3	-0.14	0.17	-0.47	0.18	0.39370236084632	0.14	0.311446927641715
B_cell_Helmink	Signature	PFS	DI	ALL	ALL	8	-0.23	0.08	-0.4	-0.07	0.00571322561142929	0	0.901995463341826
B_cell_Helmink	Signature	PFS	DI	Tumor	Melanoma	2	NA	NA	NA	NA	NA	NA	NA
B_cell_Helmink	Signature	PFS	DI	Tumor	Lung	3	-0.26	0.18	-0.62	0.09	0.1507689385295	0	0.589535504114422
B_cell_Helmink	Signature	PFS	DI	Tumor	Kidney	2	NA	NA	NA	NA	NA	NA	NA
B_cell_Helmink	Signature	PFS	DI	Sequencing	TPM	7	-0.23	0.09	-0.42	-0.05	0.0142567362125071	0	0.832297648357617
B_cell_Helmink	Signature	PFS	DI	Sequencing	FPKM	1	NA	NA	NA	NA	NA	NA	NA
B_cell_Helmink	Signature	Response	Log_regression	ALL	ALL	11	-0.9	0.33	-1.56	-0.25	0.0064290612123253	0	0.836219430433283
B_cell_Helmink	Signature	Response	Log_regression	Tumor	Melanoma	4	-1.68	0.64	-2.93	-0.43	0.0084979604383234	0	0.992887015495901
B_cell_Helmink	Signature	Response	Log_regression	Tumor	Lung	3	-0.94	0.92	-2.74	0.85	0.302912645040324	0	0.543071167534767
